Date,Open,High,Low,Close,Adj Close,Volume
2018-01-17,63.669998,64.010002,63.080002,63.810001,62.760593,7422600
2018-01-18,64.000000,64.209999,63.540001,64.110001,63.055660,5656900
2018-01-19,65.309998,67.239998,65.120003,67.209999,66.104691,12896100
2018-01-22,66.550003,66.830002,65.760002,66.389999,65.298172,8491800
2018-01-23,66.529999,67.330002,66.440002,67.139999,66.035828,6412000
2018-01-24,67.339996,68.180000,67.070000,68.000000,66.881691,7421800
2018-01-25,68.129997,68.639999,67.449997,67.709999,66.596466,5707600
2018-01-26,68.199997,68.639999,67.919998,68.040001,66.921036,6290500
2018-01-29,67.820000,68.139999,67.419998,67.580002,66.468597,5067300
2018-01-30,67.500000,68.309998,67.160004,67.330002,66.222702,6350500
2018-01-31,67.500000,68.830002,67.470001,68.220001,67.098068,11036400
2018-02-01,67.669998,67.970001,66.699997,67.650002,66.537437,5790500
2018-02-02,67.220001,67.790001,67.000000,67.220001,66.114517,9348300
2018-02-05,66.629997,67.209999,64.389999,64.389999,63.331055,12549500
2018-02-06,62.480000,65.419998,62.090000,65.220001,64.147408,13356700
2018-02-07,65.150002,66.839996,65.099998,65.629997,64.550659,8845700
2018-02-08,65.529999,65.709999,62.459999,62.490002,61.462307,14121800
2018-02-09,63.759998,66.050003,62.840000,65.489998,64.412971,13733300
2018-02-12,65.940002,66.820000,65.680000,65.980003,64.894913,9792200
2018-02-13,65.849998,66.230003,65.430000,65.870003,64.786720,9538400
2018-02-14,65.720001,68.029999,65.550003,67.959999,66.842339,8662600
2018-02-15,68.389999,68.760002,67.250000,68.290001,67.166924,7390200
2018-02-16,67.900002,69.000000,67.739998,68.300003,67.176758,6842100
2018-02-20,67.639999,67.970001,67.050003,67.489998,66.380081,4859100
2018-02-21,67.660004,68.019997,67.029999,67.050003,65.947319,5107900
2018-02-22,67.250000,67.480003,66.739998,67.129997,66.025986,6515800
2018-02-23,67.389999,68.160004,66.849998,68.160004,67.039055,4428500
2018-02-26,68.389999,69.809998,68.339996,69.650002,68.504547,6499500
2018-02-27,70.000000,70.250000,68.029999,68.029999,66.911194,6843100
2018-02-28,68.099998,68.300003,67.010002,67.029999,65.927643,6091800
2018-03-01,67.239998,67.669998,65.669998,66.320000,65.229317,7323900
2018-03-02,64.910004,66.089996,64.209999,65.889999,65.002411,8380500
2018-03-05,65.480003,65.489998,64.339996,65.050003,64.173737,8838400
2018-03-06,65.209999,65.360001,64.629997,65.239998,64.361168,6550100
2018-03-07,64.510002,64.790001,63.889999,64.169998,63.305588,6457600
2018-03-08,64.559998,65.250000,64.480003,65.110001,64.232925,5573000
2018-03-09,65.510002,66.510002,65.360001,66.300003,65.406898,5838400
2018-03-12,66.650002,67.610001,66.320000,66.820000,65.919891,7522700
2018-03-13,67.300003,67.690002,66.129997,66.169998,65.278648,5167300
2018-03-14,66.650002,66.900002,65.669998,66.199997,65.308235,6463800
2018-03-15,66.489998,66.610001,66.129997,66.389999,65.495689,5260800
2018-03-16,66.309998,66.690002,65.910004,65.910004,65.022148,12860900
2018-03-19,65.699997,66.339996,65.190002,65.709999,64.824837,7255600
2018-03-20,65.940002,66.870003,65.930000,66.800003,65.900162,6906200
2018-03-21,66.730003,67.209999,66.309998,66.349998,65.456223,5805200
2018-03-22,65.599998,66.150002,64.230003,64.419998,63.552219,12313300
2018-03-23,66.699997,67.110001,64.459999,64.629997,63.759384,17343800
2018-03-26,65.080002,66.059998,64.989998,65.900002,65.012283,10796000
2018-03-27,65.889999,67.639999,65.430000,66.169998,65.278648,9452500
2018-03-28,66.589996,67.150002,65.269997,65.440002,64.558479,7208400
2018-03-29,65.699997,66.550003,65.610001,66.440002,65.545013,10748300
2018-04-02,65.970001,66.050003,63.209999,64.120003,63.256260,12383900
2018-04-03,64.470001,66.730003,64.360001,66.699997,65.801498,8766400
2018-04-04,65.970001,68.500000,65.930000,68.419998,67.498337,10275800
2018-04-05,68.500000,69.779999,68.389999,69.589996,68.652573,9093300
2018-04-06,68.510002,69.309998,66.930000,67.550003,66.640053,9719300
2018-04-09,68.389999,68.550003,67.150002,67.180000,66.275032,6504500
2018-04-10,67.809998,67.879997,66.489998,67.000000,66.097458,10098900
2018-04-11,66.580002,67.199997,66.519997,66.830002,65.929756,5185500
2018-04-12,67.070000,68.000000,67.070000,67.769997,66.857086,5145300
2018-04-13,68.120003,68.330002,66.980003,67.250000,66.344101,4300200
2018-04-16,67.809998,67.980003,67.059998,67.059998,66.156647,6484400
2018-04-17,67.370003,67.669998,67.279999,67.510002,66.600594,5605700
2018-04-18,67.529999,67.739998,66.160004,66.199997,65.308235,7384000
2018-04-19,66.029999,66.300003,64.989998,65.730003,64.844574,8274300
2018-04-20,65.750000,66.110001,65.449997,66.089996,65.199722,10402800
2018-04-23,66.000000,67.029999,65.949997,66.879997,65.979080,6338400
2018-04-24,67.309998,67.510002,66.720001,66.970001,66.067871,8176100
2018-04-25,66.839996,67.000000,66.250000,66.669998,65.771912,5188900
2018-04-26,66.779999,68.290001,66.639999,68.050003,67.133324,5355200
2018-04-27,68.470001,70.000000,68.449997,69.559998,68.622986,7814900
2018-04-30,69.580002,69.809998,68.389999,68.389999,67.468750,6484100
2018-05-01,67.980003,68.209999,67.029999,68.099998,67.182648,4957800
