Date,Open,High,Low,Close,Adj Close,Volume
2018/1/17,328,339.600006,325,334.630005,334.630005,979100
2018/1/18,334.51001,341.5,332.619995,337.529999,337.529999,889000
2018/1/19,339.25,345.880005,338.369995,343.869995,343.869995,1153000
2018/1/22,340,340.26001,329.309998,330,330,1438700
2018/1/23,330,334.390015,327.98999,328.709991,328.709991,1225200
2018/1/24,329.920013,331.940002,324.269989,329.529999,329.529999,786800
2018/1/25,330.339996,335.179993,329.600006,333.970001,333.970001,573900
2018/1/26,332.559998,332.559998,326.769989,330.230011,330.230011,665600
2018/1/29,327,336.23999,325,332.329987,332.329987,764800
2018/1/30,329.690002,331.190002,313.01001,322.079987,322.079987,1929300
2018/1/31,322.869995,330,321.679993,324.76001,324.76001,737200
2018/2/1,314.059998,315.200012,306.200012,314.720001,314.720001,1646300
2018/2/2,313.809998,317.5,310.850006,311.640015,311.640015,952000
2018/2/5,310.880005,314.359985,299.170013,300.299988,300.299988,1349300
2018/2/6,296.799988,305.459991,293.549988,304.329987,304.329987,2092200
2018/2/7,273.640015,279.700012,268.040009,272.209991,272.209991,4780600
2018/2/8,270.170013,271.109985,265,266.01001,266.01001,1891100
2018/2/9,266.790009,267.339996,247.520004,255.460007,255.460007,3064600
2018/2/12,257,259.160004,249.309998,254.449997,254.449997,1953500
2018/2/13,254.130005,257.959991,250.630005,251.330002,251.330002,1520300
2018/2/14,281.5,292.059998,281,289.910004,289.910004,5384600
2018/2/15,291.98999,292.600006,286.160004,286.649994,286.649994,1209000
2018/2/16,287,306,286.76001,305.630005,305.630005,2742400
2018/2/20,304.470001,322.25,300,317.570007,317.570007,2740600
2018/2/21,318,324.440002,316.01001,320.959991,320.959991,1902900
2018/2/22,320.040009,324.470001,311.670013,313.910004,313.910004,1287400
2018/2/23,316.549988,317.440002,309.170013,315.820007,315.820007,955300
2018/2/26,316.48999,318.73999,311.309998,311.890015,311.890015,911000
2018/2/27,318.859985,330.140015,317.309998,319.149994,319.149994,1749900
2018/2/28,320.200012,325.690002,318.269989,318.410004,318.410004,912600
