Date,Open,High,Low,Close,Adj Close,Volume
2018/8/7,146.649994,147.639999,146.350006,147.009995,138.655548,3508800
2018/8/8,147.330002,147.429993,146.240005,146.889999,138.542358,3581100
2018/8/9,145.529999,145.940002,144.729996,144.770004,138.018021,3093500
2018/8/10,144.5,145.070007,143.880005,144.479996,137.741531,3003100
2018/8/13,144.149994,144.300003,142.529999,142.710007,136.054092,2858500
2018/8/14,143,143.820007,142.929993,143.360001,136.673767,2860000
2018/8/15,142.550003,144,142,143.910004,137.198105,4241500
2018/8/16,144.369995,145.679993,144.369995,145.339996,138.561432,5250700
2018/8/17,144.789993,146.389999,144.690002,146.059998,139.247864,2678600
2018/8/20,146.369995,147.160004,146.149994,146.509995,139.676849,2499700
2018/8/21,147,147.119995,145.889999,145.970001,139.162048,3106900
2018/8/22,146.009995,146.160004,145.190002,145.240005,138.46611,2389000
2018/8/23,145.039993,145.520004,144.75,145.369995,138.590012,2220400
2018/8/24,145.460007,146.089996,144.869995,146.039993,139.228775,2776600
2018/8/27,146.940002,147.619995,146.520004,146.690002,139.848465,3491600
2018/8/28,146.949997,146.990005,146.190002,146.589996,139.753128,2455300
2018/8/29,146.869995,147.929993,146.600006,147.539993,140.658813,3153800
2018/8/30,147.029999,147.300003,145.25,145.929993,139.123901,3340400
2018/8/31,145.720001,146.779999,145.539993,146.479996,139.648239,3488500
2018/9/4,145.979996,146.190002,144.809998,145.679993,138.885544,3326200
2018/9/5,145.190002,146.75,145.050003,146.660004,139.81987,3126500
2018/9/6,146.880005,147.660004,145.539993,146.389999,139.562469,4248800
2018/9/7,145.940002,146.5,145.119995,145.449997,138.666306,4693100
2018/9/10,146.600006,147.300003,145.559998,145.649994,138.856964,3618300
2018/9/11,146,146.990005,145.25,146.490005,139.657791,3374700
2018/9/12,146.369995,147.979996,146.029999,146.570007,139.73407,4506700
2018/9/13,147.350006,149,147.119995,148.949997,142.003052,5346500
2018/9/14,148.850006,149.300003,147.779999,148.330002,141.411957,3452100
2018/9/17,148.440002,149.070007,147.770004,147.940002,141.040176,3551900
2018/9/18,147.759995,148.990005,147.470001,148.559998,141.631256,3629400
2018/9/19,148.630005,149.960007,148.229996,149.059998,142.107925,4246200
2018/9/20,149.580002,151.380005,149.440002,151.149994,144.100449,5952200
2018/9/21,151.479996,152.600006,150.740005,151.350006,144.291138,19947500
2018/9/24,151.100006,151.199997,149.460007,150.029999,143.032684,4265000
2018/9/25,149.910004,150.410004,148.360001,148.910004,141.964935,4397500
2018/9/26,152.399994,153.350006,151.339996,151.610001,144.539001,7401900
2018/9/27,152.009995,152.389999,151.160004,151.5,144.434143,3477600
2018/9/28,151.160004,151.630005,150.789993,151.210007,144.157669,3305800
2018/10/1,151.710007,153.419998,151.710007,153,145.864166,3757400
2018/10/2,152.990005,153.839996,152.5,153.75,146.579178,3029900
2018/10/3,154,154.360001,152.800003,153.220001,146.073898,3315300
2018/10/4,151.690002,152.800003,150.360001,151.309998,144.252991,4237900
2018/10/5,150.899994,151.789993,147.869995,149.029999,142.07933,4602200
2018/10/8,148.5,149.070007,147.179993,148.389999,141.469162,3239300
2018/10/9,148.080002,148.360001,146.929993,147.240005,140.372818,3642400
2018/10/10,147.5,147.690002,142.5,142.690002,136.035004,5547700
2018/10/11,142.619995,144.190002,138.779999,139.020004,132.536179,8710500
2018/10/12,141.119995,141.539993,139.080002,140.850006,134.280838,6563400
2018/10/15,140.380005,142.259995,140.139999,141.130005,134.547791,4965500
2018/10/16,142.929993,145.449997,141.580002,145.119995,138.351685,8695500
2018/10/17,135.889999,137.149994,133.419998,134.050003,127.797989,19464000
2018/10/18,132.729996,133.399994,130.039993,130.550003,124.46122,10011700
2018/10/19,130.649994,131.889999,127.959999,129.100006,123.078857,7791600
2018/10/22,129.580002,130.440002,128.399994,130.020004,123.95594,5719500
2018/10/23,129.020004,131.899994,128.410004,131.210007,125.090446,6463600
2018/10/24,131.169998,131.690002,127,127.209999,121.277,5710300
2018/10/25,127.25,127.790001,125.139999,126.449997,120.552444,10304300
2018/10/26,125.209999,125.779999,123.709999,124.790001,118.969864,8767000
2018/10/29,119.339996,123.949997,118.300003,119.639999,114.060059,20450400
2018/10/30,120.480003,121.5,115.150002,115.400002,110.017807,21458600
2018/10/31,116.489998,116.5,114.089996,115.43,110.04641,21645000
2018/11/1,115.5,117,115.110001,116.830002,111.381119,13626700
2018/11/2,117.510002,117.75,114.540001,115.669998,110.275215,10592700
2018/11/5,116.099998,120.769997,116,120.059998,114.460464,9144600
2018/11/6,120.699997,123.809998,120.309998,123.120003,117.377762,9597400
2018/11/7,123.790001,125.059998,122.330002,124.839996,119.017525,12382700
2018/11/8,122.660004,124.400002,122.629997,123.379997,119.123734,10396400
2018/11/9,123.610001,124.57,121.959999,123.540001,119.278229,6961800
2018/11/12,123.5,123.57,120.650002,120.900002,116.729294,5379100
2018/11/13,121.190002,122.25,119.900002,120.839996,116.671356,4084400
2018/11/14,121.110001,121.93,119.769997,120.199997,116.053444,4762300
2018/11/15,119.660004,121.440002,119.510002,121.440002,117.250671,5207900
2018/11/16,120.889999,121.849998,120.540001,121.57,117.376175,4076300
2018/11/19,121.629997,122.18,119.769997,120.309998,116.159645,4131200
2018/11/20,118.489998,119.489998,116.699997,117.199997,113.156929,6233800
2018/11/21,117.610001,119.510002,117.389999,118.57,114.479668,5335800
2018/11/23,118.089996,118.339996,116.910004,117.190002,113.147278,2334700
2018/11/26,118.370003,120.25,118.059998,119.559998,115.435516,5011100
2018/11/27,118.379997,120.040001,118.370003,120.029999,115.889297,4903800
2018/11/28,121.010002,123.089996,120.220001,123,118.756851,5104500
2018/11/29,122.440002,123.120003,121.400002,121.480003,117.289284,5200100
2018/11/30,121.660004,124.690002,121.480003,124.269997,119.983032,7251600
2018/12/3,125.669998,126.589996,124.360001,125.309998,120.98716,5846400
2018/12/4,124.489998,124.919998,121.330002,121.599998,117.405136,6000700
2018/12/6,119.720001,123.910004,119.300003,123.910004,119.63546,6938000
2018/12/7,123.900002,124.050003,118.870003,119.339996,115.223106,7019600
2018/12/10,119.739998,121.68,118.519997,121.129997,116.951355,6549500
2018/12/11,123.25,123.809998,120,120.889999,116.719635,5043100
2018/12/12,122.510002,122.879997,121,121.160004,116.980324,3560500
2018/12/13,121.260002,121.790001,120.169998,120.730003,116.56517,3993600
2018/12/14,119.5,121.110001,119.440002,119.900002,115.763786,4554200
2018/12/17,119.07,119.779999,115.07,116.099998,112.094879,7374500
2018/12/18,116.900002,118.230003,116.019997,116.650002,112.625908,6290200
2018/12/19,117.150002,120.269997,115.970001,116.43,112.413498,6979800
